,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
321,"한국(전국), 북반구의 온대 이북지역",(내복): 탕전(湯煎)하거나 즙(汁)을 내어 복용한다. (외용): 짓찧어 상처 부위에 붙인다.,"각혈, 간염, 골절번통, 관절염, 근염, 당뇨, 명안, 변비, 이뇨, 이완출혈, 임병, 자궁출혈, 장 출혈, 지해, 치질, 치핵, 칠독, 탈항, 토혈각혈, 통리수도, 폐기천식, 하리, 해수, 현벽, 활혈",2,http://api.forest.go.kr/openapi/image/2015002/20150021.jpg,문형(門荊),쇠뜨기,http://api.forest.go.kr/openapi/image/2015002/20150022.jpg,http://api.forest.go.kr/openapi/image/2015002/20150023.jpg,양치식물,"햇볕이 잘 드는 풀밭에 자라는 다년초로 영양경과 생식경이 있으며 영양경은 높이 30〜40cm이고 속이 비어 있다. 잎의 수는 원줄기의 능선의 수와 같고 가지에는 3〜4개의 능선이 있다. 홀씨주머니 이삭은 장타원형이고 육각형의 포자엽이 서로 밀착하여 거북등처럼 되며 안쪽에는 7개 내외의 홀씨주머니가 달린다. 
 ☞ 물쇠뜨기보다 줄기의 절간은 잔 점을 제외하고는 거의 평활하다.",속새과(Equisetaceae),Equisetum arvense L.,전초를 5∼7월 채취하여 그늘에서 말린다.
322,"한국(중남부), 중국, 일본, 대만, 히말라야","(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용): 고(膏)를 만들어 붙인다.
 ☞ 임산부에게는 낙태의 위험이 있다.","간혈파행증, 강근골, 강장제, 강직성척추관절염, 견비통, 골다공증, 보익, 부인하혈, 사태, 소아경결, 소아야뇨증, 요결석, 신경통, 음부소양, 임신중요통, 자궁수축, 전립선비대증, 정력증진, 중추신경장애, 중풍, 치조농루, 편도선염, 피부궤양, 허리디스크, 혈뇨, 혈우병 등",67,http://api.forest.go.kr/openapi/image/2015067/20150671.jpg,우슬(牛膝),쇠무릎,http://api.forest.go.kr/openapi/image/2015067/20150672.jpg,http://api.forest.go.kr/openapi/image/2015067/20150673.jpg,피자식물/쌍자엽식물,"산야에 자라는 다년초로 높이 50∼100㎝이며 원줄기는 네모지고 가지가 많이 갈라진다. 잎은 마주나기 하며 타원형 또는 도란형이고 양 끝이 좁으며 털이 약간 있다. 꽃은 8∼9월 잎겨드랑이와 가지 끝에 수상화서로 달린다. 열매는 포과로 꽃받침에 싸여있고 종자는 황록색이다.
 ☞ 비름속에 비해 마주나기하고 꽃은 과시(果時)에 반곡(反曲)한다.",비름과(Amaranthaceae),Achyranthes japonica (Miq.) Nakai,뿌리의 겨울에 채취하여 햇볕에 말린다.
323,"한국(전국), 북반구의 온대 아열대",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다. (외용) 짓찧어 상처 부위에 붙인다.,"경혈, 외음부부종, 월경불순, 위장병, 유두파열, 유즙결핍, 이질, 자궁근종, 장위카타르, 정혈, 창종, 최유, 타박상, 폐렴, 피임, 해독, 해열, 활혈, 활혈소종",81,http://api.forest.go.kr/openapi/image/2015081/20150811.jpg,아장초(鵝腸草),쇠별꽃,http://api.forest.go.kr/openapi/image/2015081/20150812.jpg,http://api.forest.go.kr/openapi/image/2015081/20150813.jpg,피자식물/쌍자엽식물,"다소 습기가 있는 곳에 자라는 월년초~다년초로 높이 20∼50㎝이며 줄기에 1개의 실 같은 관속이 있다. 잎은 마주나기 하며 심장저이고 잎이 줄기를 둘러싸며 예두이고 잎맥이 쑥 들어간다. 꽃은 흰색으로 5∼6월에 가지 끝의 취산화서로 달린다. 열매는 튀는열매로 난형이고 종자는 타원형이고 약간 편평하며 젖꼭지 같은 돌기가 있다.
 ☞ 별꽃보다 암술대가 5개이다.",석죽과(Caryophyllaceae),Stellaria aquatica (L.) Scop.,전초를 5∼8월에 채취하여 햇볕에 말린다.
324,"한국(전국), 전 세계의 온대∼열대","(내복): 탕전(湯煎)하거나 갈즙하여 복용한다. (외용) 짓찧어 붙이거나 가루 내어 개어 붙이거나 수전(水煎)한 후 씻는다.
 ☞ 비위가 허해서 설사하는 자는 사용을 금한다.","각기, 관절염, 명목, 사독, 소아감적, 시력감퇴, 양혈, 열독증, 옹종, 요도염, 월경이상, 윤피부, 음양음창, 이뇨, 이완출혈, 이질, 림프절염, 저혈압, 부기, 지갈, 지혈, 청열해독, 치핵, 통리수도, 통림, 투진, 편도선염, 폐열, 풍열, 피부병, 해독, 해열, 혈뇨, 활혈, 흉부냉증 등",70,http://api.forest.go.kr/openapi/image/2015070/20150701.jpg,마치현(馬齒莧),쇠비름,http://api.forest.go.kr/openapi/image/2015070/20150702.jpg,http://api.forest.go.kr/openapi/image/2015070/20150703.jpg,피자식물/쌍자엽식물,길가나 밭에 자라는 일년초로 높이가 30㎝에 달하며 육질이고 털이 없으며 갈적색이고 뿌리는 백색이다. 잎은 도란형이며 원두이고 밑부분이 좁아지고 가장자리가 밋밋하다. 꽃은 황색으로 6월부터 가을까지 계속 핀다. 열매는 개과로 타원형이고 종자는 검은빛이 돈다.,쇠비름과(Portulacaceae),Portulaca oleracea L.,전초를 여름부터 가을에 채취하여 살짝 데쳐 햇볕에 말린다.
325,"한국(전국), 중국, 일본",(내복): 탕전(湯煎)하여 복용한다.,"강심제, 건위, 경련, 당뇨, 방광염, 번조, 신낭풍, 심열량계, 정혈, 진경, 학질, 한열왕래. 해수, 해열",142,http://api.forest.go.kr/openapi/image/2015142/20151421.jpg,팔선화(八仙花),수국,http://api.forest.go.kr/openapi/image/2015142/20151422.jpg,http://api.forest.go.kr/openapi/image/2015142/20151423.jpg,피자식물/쌍자엽식물,관상용으로 식재하는 낙엽관목으로 높이가 1m에 달하고 겨울 동안 윗부분이 고사한다. 잎은 마주나기하며 난형 또는 넓은 난형으로 윤채가 있고 예첨두 예저이며 가장자리에 톱니가 있다. 꽃은 6∼7월에 줄기 끝에 크고 둥근 산방화서로 달린다. 열매를 맺지 못한다. ☞ 꽃이 모두 중성화이다.,범의귀과(Saxifragaceae),Hydrangea macrophylla (Thunb.) Ser.,"뿌리, 엽 및 꽃을 봄부터 가을에 채취하여 햇볕에 말린다."
326,"한국(중남부) 중국, 일본, 대만, 러시아, 유럽, 북미",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다.,"강정, 경련, 소아경풍, 안면, 지경, 지혈, 진경, 진정, 청서, 해성",85,http://api.forest.go.kr/openapi/image/2015085/20150851.jpg,수련(睡蓮),수련,http://api.forest.go.kr/openapi/image/2015085/20150852.jpg,http://api.forest.go.kr/openapi/image/2015085/20150853.jpg,피자식물/쌍자엽식물,"연못이나 늪에 자라는 다년생 수초로 근경은 굵고 짧으며 밑부분에서 많은 뿌리가 나온다. 잎은 뿌리에서 나고 잎자루가 길며 난상 원형이고 원두이며 가장자리가 밋밋하다. 꽃은 백색 또는 적색으로 6∼7월에 3일 동안 피었다가 닫힌다. 열매는 난상 원형이고 꽃받침에 싸여 있으며 종자는 육질의 종의가 있다.
 ☞ 개연꽃에 비해 꽃받침조각이 4개이고 씨방은 반하위이다.",수련과(Nymphaeaceae),Nymphaea tetragona Georgi,꽃을 여름철 개화 시에 채취하여 햇볕에 말리거나 선용한다.
327,"한국(전국), 아프리카",(내복): 즙을 내어 복용한다.,"감기, 강장, 거담, 거위, 고혈압, 곽란, 구내염, 구창, 기관지염, 담, 딸국질, 방광염, 보혈, 소아식탐, 요독증, 위경련, 이뇨, 일사병,전립선비대증, 정력증진, 주독, 지갈, 청서해열, 청열해독, 통리수도, 편도선염, 폐결핵, 해수, 혈뇨",413,http://api.forest.go.kr/openapi/image/2015413/20154131.jpg,서과(西瓜),수박,http://api.forest.go.kr/openapi/image/2015413/20154132.jpg,http://api.forest.go.kr/openapi/image/2015413/20154133.jpg,피자식물/쌍자엽식물,재배하는 일년생 덩굴식물로서 원줄기가 지상으로 벋으면서 가지가 갈라지고 전체에 흰털이 있다. 잎은 난형 또는 장타원형이며 깃처럼 깊게 갈라지고 열편은 3∼4쌍이며 불규칙한 톱니가 있다. 꽃은 연한 황색으로 5∼6월에 핀다. 열매는 장과로 원형 또는 타원형이고 과육은 적색(간혹 황색 또는 백색)이다.,박과(Cucurbitaceae),Citrullus vulgaris Schrad.,여름에 채취하여 생것으로 이용한다.
328,"한국(전국), 중부 아프리카",(내복): 탕전(湯煎)하여 복용한다.,"열사병, 일사병, 해수, 해열",270,http://api.forest.go.kr/openapi/image/2015270/20152701.jpg,야서과묘(野西瓜苗),수박풀,http://api.forest.go.kr/openapi/image/2015270/20152702.jpg,http://api.forest.go.kr/openapi/image/2015270/20152703.jpg,피자식물/쌍자엽식물,"관상용으로 심으나 야생화로 되었으며 높이가 30∼60㎝이고 흰 털이 있다. 잎은 호생하고 3∼5개로 깊이 갈라지며 중앙 열 편이 가장 크고 가장자리에 톱니가 있다. 꽃은 연한 황색으로 7∼8월에 잎겨드랑이에서 자란 소화경 끝에 1개씩 달린다. 열매는 삭과로 꽃받침 속에 들어 있다.
 ☞ 닥풀에 비해 위쪽의 잎은 3 전열 하고 다시 우상의 결각이 있다.",아욱과(Malvaceae),Hibiscus trionum L.,전초를 채취하여 말린다.
329,"한국(전국), 지중해 연안","(외용): 짓찧어 상처 부위에 붙이거나, 즙을 내어 바른다.","거담, 견비통, 경혈, 구토, 배농, 백일해, 소종, 옹종, 일체안병, 종기, 종독, 천식, 충치, 타박상, 토혈 각혈, 폐기천식, 폐렴, 풍, 활혈",526,http://api.forest.go.kr/openapi/image/2015526/20155261.jpg,수선근(水仙根),수선화,http://api.forest.go.kr/openapi/image/2015526/20155262.jpg,http://api.forest.go.kr/openapi/image/2015526/20155263.jpg,피자식물 / 단자엽식물,"관상용으로 심는 다년초로서 비늘줄기는 난형이며 껍질은 흑갈색이다. 잎은 늦가을에 자라기 시작하고 선형이며 끝이 둔하고 녹색이다. 꽃은 12∼3월에 꽃줄기 끝에 5∼6개의 꽃이 옆을 향해 달린다. 열매는 맺지 못하며 비늘줄기로 번식한다.
 ☞ 상사화 속과 비교하면 화경과 잎이 동시에 나온다.",수선화과(Amaryllidaceae),Narcissus tazetta var. chinensis Roem.,봄 또는 가을에 채취하여 햇볕에 말린다.
330,"한국(전국), 열대아시아",(내복): 탕전(湯煎)하거나 연미로 하여 복용한다. (외용): 즙을 내어 상처부위에 바르거나 가루 내어 개어 붙인다. ☞ 비위가 허약한 자는 복용을 금한다.,"각기, 간작반, 거담, 건비, 건위, 고환염, 동상, 부인하혈, 부종, 소아천식, 열병, 오심, 옹종, 외치, 요통, 월경이상, 윤피부, 이뇨, 이수, 이완출혈, 일사상, 임파선염, 자궁출혈, 장염, 적백리, 지음증, 치통, 치핵, 태독, 해독화염, 해수, 해열, 혈허복병, 호흡기질환, 활혈 등.",418,http://api.forest.go.kr/openapi/image/2015418/20154181.jpg,사과(絲瓜),수세미오이,http://api.forest.go.kr/openapi/image/2015418/20154182.jpg,http://api.forest.go.kr/openapi/image/2015418/20154183.jpg,피자식물/쌍자엽식물,재배하는 일년생 덩굴식물로 덩굴손으로 감으며 올라가고 덩굴에 능선이 있다. 잎은 잎자루가 길며 손바닥모양으로 갈라지고 열편 끝이 뾰족하며 질이 거칠고 털이 없다. 꽃은 황색으로 8∼9월에 핀다. 열매는 녹색으로 원통형이며 섬유질이 발달해 있다.,박과(Cucurbitaceae),Luffa cylindrica Roem.,열매를 채취하여 햇볕에 말린다.
331,"한국(전국), 중국, 일본, 대만, 인도지나","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 즙을 내어 바른다.","간경변증, 간염, 간장암, 개선, 관장, 급성간염, 백일해, 습진, 신장암, 옹종, 위암, 이뇨소종, 전립선염, 종독, 지혈, 직장암, 천식, 청열해독, 충독, 호흡곤란, 폐기천식, 해독, 황달, 흥분",424,http://api.forest.go.kr/openapi/image/2015424/20154241.jpg,반변련(半邊蓮),수염가래꽃,http://api.forest.go.kr/openapi/image/2015424/20154242.jpg,http://api.forest.go.kr/openapi/image/2015424/20154243.jpg,피자식물/쌍자엽식물,습지에 자라는 다년초로서 높이 3∼15㎝이고 옆으로 벋으며 군데군데 뿌리가 내린다. 잎은 호생하며 2줄로 배열되며 피침형 또는 좁은 타원형이며 가장자리에 톱니가 있다. 꽃은 연한 자주색으로 5∼8월에 잎겨드랑이에 1∼2개씩 달린다. 열매는 삭과이며 종자는 적갈색이다. ☞ 숫잔대와 비교하면 줄기 기부가 기며 꽃은 엽액에 단생한다.,초롱꽃과(Campanulaceae),Lobelia chinensis Lour.,전초를 개화기에 채취하여 그늘에서 말리거나 생것을 쓴다.
332,"한국(중남부), 일본",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다.,"거풍제습, 월경 부조, 조 경활 혈, 풍습 근골 통",240,http://api.forest.go.kr/openapi/image/2015240/20152401.jpg,수호초(秀好草),수호초,http://api.forest.go.kr/openapi/image/2015240/20152402.jpg,http://api.forest.go.kr/openapi/image/2015240/20152403.jpg,피자식물/쌍자엽식물,"재배하거나 산의 나무 그늘에 자라는 다년초로 원줄기가 옆으로 긴다. 잎은 호생하고 층으로 모여 달리며 짙은 녹색이며 윤채가 있고 표면 맥 위에 잔털이 있다. 꽃은 1가 화로서 4∼5월에 줄기 끝에 달린다. 열매는 핵과로 난형이고 겉에 털이 없다.
 ☞",회양목과(Buxaceae),Pachysandra terminalis Siebold & Zucc.,전초를 연중 채취하여 햇볕에 말리거나 생식한다.
333,"한국(경기이남), 일본, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. ☞ 혈허로화가 있고 두통, 현기증이 자주 나는 사람은 복용을 금한다.","각기, 감기, 거담, 거풍, 관절염, 대하, 소산풍열, 소염, 신경통, 월경이상, 이뇨, 이명, 일체안병, 임질, 제습, 조경, 조루증, 졸도, 진정, 진통, 청리두목, 타박상, 통리수도, 풍, 해수, 해열, 현기증, 어지럼",357,http://api.forest.go.kr/openapi/image/2015357/20153571.jpg,만형자(蔓荊子),순비기나무,http://api.forest.go.kr/openapi/image/2015357/20153572.jpg,http://api.forest.go.kr/openapi/image/2015357/20153573.jpg,피자식물/쌍자엽식물,바닷가에 자라는 낙엽관목으로 높이 30∼50㎝이고 옆으로 비스듬히 자라며 잔가지는 네모가 진다. 잎은 대생하고 두꺼우며 도란형 또는 타원형이고 둔두이며 넓은 예저이고 표면에 잔털이 밀생한다. 꽃은 7∼9월에 가지 끝에 수상 원추화서로 달린다. 열매는 핵과로 원형이며 목질이다. ☞ 목형과 좀목형에 비해 잎이 상록의 단엽이다.,마편초과(Verbenaceae),Vitex rotundifolia L.f.,과실이 성숙했을 때 채취하여 햇볕에 말린다.
334,"한국(전국), 중국, 일본, 대만",(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용) 가루 내어 개어 붙인다.,"고뇨, 구충, 난산, 가슴막염, 무월경, 석림, 소염, 수종, 안질, 옹종, 이뇨 이수통림, 인후염, 일체안병, 임질, 자상, 자침, 치질, 치핵, 타박상, 통경, 해독, 해열, 활혈통경, 회충",75,http://api.forest.go.kr/openapi/image/2015075/20150751.jpg,구맥(瞿麥),술패랭이꽃,http://api.forest.go.kr/openapi/image/2015075/20150752.jpg,http://api.forest.go.kr/openapi/image/2015075/20150753.jpg,피자식물/쌍자엽식물,"깊은 산골짜기 냇가에 자라는 다년초로 높이 30∼100㎝이고 여러 대가 한 포기에서 나오며 전체가 분백색이다. 잎은 마주나기하고 선형 또는 좁은 피침형으로 양쪽 끝이 좁으며 가장자리가 밋밋하다. 꽃은 연한 홍색으로 7∼8월에 가지 끝과 원줄기에 달린다. 열매는 튀는열매로 끝이 4개로 갈라지고 꽃받침통 안에 들어있다.
 ☞ 패랭이꽃보다 꽃잎 끝이 술같이 갈라지며 포는 극히 짧다.",석죽과(Caryophyllaceae),Dianthus longicalyx Miq.,전초를 여름부터 가을 개화기에 채취하여 햇볕에 말린다.
335,"한국(중북부), 중국, 일본, 러시아",(내복): 탕전(湯煎)하거나 가루약으로 복용한다.,"골절상, 구충, 보혈, 소종지통, 양모, 종독, 진통, 치풍, 타박상, 활혈",183,http://api.forest.go.kr/openapi/image/2015183/20151831.jpg,진주매(珍珠梅),쉬땅나무,http://api.forest.go.kr/openapi/image/2015183/20151832.jpg,http://api.forest.go.kr/openapi/image/2015183/20151833.jpg,피자식물/쌍자엽식물,산골짜기 냇가에 자라는 낙엽관목으로 높이가 2m에 달하고 줄기가 한군데에 모여난다. 잎은 어긋나기하며 우상복엽이고 소엽은 13∼23개이며 뒷면에 섬모가 있으며 끝은 꼬리처럼 뾰족하고 원저이다. 꽃은 백색으로 6∼7월에 많은 꽃이 복총상화서로 달린다. 열매는 5개의 골돌로 되어 있다. ☞ 잎이 우상복엽이고 심피기부가 유합한다.,장미과(Rosaceae),Sorbaria sorbifolia var. stellipila Maxim.,나무껍질을 가을부터 겨울에 채취하여 햇볕에 말린다.
